#separator:tab
#html:true
#notetype:Basic
#deck:Japones::Vocabulario
#tags column:3
〜分	ふん/ぷん — minutos<br>いっぷん・さんぷん・ろっぷん・はっぷん・じゅっぷん endurecem e/ou dobram; 2,5,7,9 = ふん	fase0 vocab dia24
〜円	えん — iene<br>300 さんびゃく, 600 ろっぴゃく, 800 はっぴゃく; 3000 さんぜん, 8000 はっせん	fase0 vocab dia24
いくら	ikura — quanto custa<br>例: この本はいくらですか。	fase0 vocab dia24
たんじょうび	tanjoubi — aniversario<br>tan-jo-u-bi: um う so. 例: わたしのたんじょうびは〜月〜日です。	fase0 vocab dia24
はじめます	hajimemasu — comecar (algo)<br>例: べんきょうをはじめました。は「じ」め, nao ぎ	fase0 vocab dia24
テスト	tesuto — teste, prova<br>SEM ー (テースト seria "taste")	fase0 vocab dia24
ゲーム	geemu — videogame, jogo<br>substantivo: ゲームをします (nunca ゲームます)	fase0 vocab dia25
ハゲ	hage — careca<br>coloquial; katakana. A primeira piada dele em japones	fase0 vocab dia25
まど	mado — janela<br>例: まどをあけます。	fase0 vocab dia25
ドア	doa — porta<br>emprestimo: KATAKANA, nao どあ	fase0 vocab dia25
あけます	akemasu — abro<br>例: ドアをあけます。	fase0 vocab dia25
バッグ	baggu — bolsa, mochila<br>ッ pequeno	fase0 vocab dia25
いれます	iremasu — coloco (dentro)<br>例: 本をバッグにいれます。に marca o destino	fase0 vocab dia25
アニメ	anime — anime<br>例: アニメもすきです。	fase0 vocab dia25
すみません	sumimasen — com licenca; desculpe<br>abre pedido: すみません、〜をください。ABSORVIDO DO AUDIO na prova	fase0 vocab dia26
〜をください	o kudasai — me da ~, por favor<br>例: すしとおちゃをください。ABSORVIDO DO AUDIO/KAISHI	fase0 vocab dia26
ぎゅうにく	gyuuniku — carne bovina<br>do Kaishi; ele tentou na prova (ぎゅうにき)	fase0 vocab dia26
あります	arimasu — existe / tem (COISAS, inanimado)<br>お金がありません。	fase1 vocab dia28
います	imasu — existe / esta (SERES VIVOS)<br>ともだちがレストランにいます。	fase1 vocab dia28
なか	naka — dentro<br>バッグのなかに本があります。	fase1 vocab dia28
まえ	mae — frente<br>いえのまえにねこがいます。	fase1 vocab dia28
うしろ	ushiro — atras<br>いえのうしろに	fase1 vocab dia28
となり	tonari — ao lado<br>テーブルのとなりに	fase1 vocab dia28
テーブル	teeburu — mesa<br>テーブルのうえに	fase1 vocab dia28
レストラン	resutoran — restaurante	fase1 vocab dia28
ねこ	neko — gato<br>ね-KO (saiu ねく 2x em 31/08)	fase1 vocab dia28
いぬ	inu — cachorro<br>conta-se com ひき: にひきのいぬ	fase1 vocab dia28
ノート	nooto — caderno<br>laptop = ノートパソコン	fase1 vocab dia28
がっこう	gakkou — escola<br>がっこうでべんきょうします (acao -> で)	fase1 vocab dia28
せんせい	sensei — professor(a)<br>titulo DEPOIS do nome: クロードせんせい	fase1 vocab dia28
行きます	いきます — vou (afastar-se de quem fala)<br>がっこうに行きます。	fase1 vocab dia29
来ます	きます — venho (aproximar-se de quem fala)<br>ともだちが家に来ます。	fase1 vocab dia29
帰ります	かえります — volto (para a BASE: casa, pais)<br>家に帰ります。	fase1 vocab dia29
へ	e — particula de direcao (le-se E!)<br>irma do は=wa e を=o. がっこうへ行きます	fase1 vocab dia29
どこ	doko — onde?<br>どこに行きますか。primo de ここ	fase1 vocab dia29
家	いえ — casa<br>ele produziu o kanji sozinho via Kaishi	fase1 vocab dia29
彼女	かのじょ — ELA; NAMORADA<br>nao e "garota" (garota = 女の子 onnanoko)	fase1 vocab dia29
ピザ	piza — pizza<br>sem sokuon: ピザ, nao ピッザ	fase1 vocab dia29
よる	yoru — noite<br>よる十一時 = 23h	fase1 vocab dia29
よく	yoku — frequentemente<br>よくポッドキャストをききます。	fase1 vocab dia30
ときどき	tokidoki — as vezes<br>ときどきレストランに行きます。	fase1 vocab dia30
あまり	amari — quase nao<br>SO com negativo: あまり見ません	fase1 vocab dia30
ぜんぜん	zenzen — nunca, zero<br>SO com negativo: ぜんぜん食べません	fase1 vocab dia30
いっしょに	isshoni — juntos<br>いっしょにみませんか。	fase1 vocab dia30
ばんごはん	bangohan — jantar<br>irmao de ひるごはん	fase1 vocab dia30
〜ませんか	masen ka — convite ("nao quer...?")<br>いっしょにたべませんか。	fase1 vocab dia30
〜ましょう	mashou — "vamos!" (aceite/proposta)<br>行きましょう！	fase1 vocab dia30
いいですね	ii desu ne — "boa!/legal!" (aceitando)	fase1 vocab dia30
ちょっと…	chotto… — a recusa japonesa<br>すみません、ちょっと… (a frase morre ai — e o "nao" educado)	fase1 vocab dia30
うそ	uso — mentira	fase1 vocab dia30
うそつき	usotsuki — mentiroso(a)	fase1 vocab dia30
じゃない	janai — nao e (casual de ではありません)<br>absorvido do audio por ele	fase1 vocab dia30
ハンバーガー	hanbaagaa — hamburguer (o lanche)<br>ハンバーグ = so o bife. DOIS ー	fase1 vocab dia30
毎日	まいにち — todo dia<br>毎日勉強します。	fase1 kanji dia30
とても	totemo — muito (intensidade)<br>とてもおもしろいです。て sem dakuten (とでも = "mesmo que")	fase1 vocab dia31
せいじ	seiji — politica<br>ブラジルのせいじ	fase1 vocab dia31
あきれる	akireru — ficar chocado, farto, de saco cheio<br>〜にあきれています。absorvido do anime; ています oficial na Fase 1	fase1 vocab dia31
かたい	katai — duro, rigido<br>nasceu de uma metatese de たかい — agora e vocabulario	fase1 vocab dia31
なに／なん	nani / nan — o que<br>なん antes de です e contador (なんじ); なに antes de particula (なにを)	fase1 vocab dia32
いつ	itsu — quando<br>SEM particula: いつ行きますか。clube do きょう/あした	fase1 vocab dia32
しんじます	shinjimasu — acredito<br>なにをしんじますか。trazido por ele	fase1 vocab dia32
しんや	shin'ya — madrugada<br>ん+や: digite shin'ya com apostrofo! ときどきしんやにべんきょうします	fase1 vocab dia32
どこにも〜ません	dokonimo -masen — a lugar nenhum<br>どこにもいきません。absorvido por ele	fase1 vocab dia32
ひとりで	hitoride — sozinho<br>ひとりでアニメをみます。	fase1 vocab dia32
しゅうまつ	shuumatsu — fim de semana<br>しゅうまつ、どこにいきますか。	fase1 vocab dia32
ようこそ	youkoso — bem-vindo! (quem diz e o ANFITRIAO)<br>yo-U-ko-so, com vogal longa	fase1 vocab dia32
こんばんは	konbanha — boa noite (na chegada)<br>o は le wa, como sempre	fase1 vocab dia32
それから	sorekara — e entao, depois disso<br>o conector de narrativa	fase1 vocab dia33
おきます	okimasu — acordo, levanto<br>ごぜんくじにおきました。	fase1 vocab dia33
シャワーをあびます	shawaa o abimasu — tomo banho de chuveiro<br>trazido por ele no 1o diario; て-form: あびて	fase1 vocab dia33
はをみがきます	ha o migakimasu — escovo os dentes	fase1 vocab dia33
〜ながら	nagara — enquanto (faz X)<br>radical + ながら: 話しながらゲームをしました。PESQUISOU e acertou	fase1 vocab dia33
さいごに	saigoni — por ultimo, finalmente	fase1 vocab dia33
うんどうします	undou shimasu — faco exercicio<br>substantivo+します correto de primeira	fase1 vocab dia33
話します	はなします — falo, converso<br>友達と話します。	fase1 vocab dia33
にっき	nikki — diario (日記)<br>o primeiro dele: 05/09/2026	fase1 vocab dia33
じゅぎょう	jugyou — aula<br>せんせいのじゅぎょう	fase1 vocab dia33
時	じ／とき — hora; momento<br>三時（さんじ）、時々	fase1 kanji dia34
分	ふん・ぷん／わ(かる) — minuto; dividir<br>五分、分かります	fase1 kanji dia34
半	はん — metade<br>三時半 = 3:30	fase1 kanji dia34
今	いま／こん — agora<br>今、何時ですか。今日、今晩は	fase1 kanji dia34
時々	ときどき — as vezes<br>々 repete o kanji anterior; rendaku no segundo と	fase1 kanji dia34
今日	きょう — hoje<br>leitura de BLOCO (今+日), decora inteira	fase1 kanji dia34
分かります	わかります — entendo<br>a coisa entendida leva が: かんじが分かりません (clube do すき)	fase1 vocab dia34
晩	ばん — noite, anoitecer<br>今晩 = esta noite; ばんごはん = refeicao da noite	fase1 kanji dia34
何時	なんじ — que horas?<br>今、何時ですか。	fase1 kanji dia34
今のところ	imanotokoro — por enquanto<br>trazido por ele: 今のところ、たくさんのかんじが分かりません	fase1 vocab dia34
たくさん	takusan — muito, muitos<br>たくさんのかんじ	fase1 vocab dia34
ラーメン	raamen — lamen<br>ン katakana ate o fim: ラーメん nao existe	fase1 vocab dia34
のみます	nomimasu — bebo<br>ジュースをのみました。absorvido por ele	fase1 vocab dia34
〜て（forma て）	te — o conector universal<br>い・ち・り→って / み・び・に→んで / き→いて / し→して; 行って e excecao; ichidan cola て direto	fase1 gramatica dia35
つけます	tsukemasu — ligo (um aparelho)<br>パソコンをつけて、しごとをはじめます。trazido por ele	fase1 vocab dia35
今夜	こんや — esta noite<br>今+夜, primo do 今晩; trazido por ele	fase1 vocab dia35
ビデオ	bideo — video<br>政治のビデオをみました。	fase1 vocab dia35
〜ています	te imasu — o processo rodando<br>agora / estado que dura / habito: 勉強しています	fase1 gramatica dia36
すみます	sumimasu — moro<br>Xは Yに すんでいます (む→んで)	fase1 vocab dia36
ねます	nemasu — durmo<br>ねていません = nao estou dormindo	fase1 vocab dia36
おわります	owarimasu — termina (sozinho)<br>しごとGAおわりました — intransitivo: o trabalho termina sozinho	fase1 vocab dia36
兄	あに — (meu) irmao mais velho<br>兄のビデオ。o irmao dos outros = おにいさん	fase1 kanji dia36
アメリカ	amerika — Estados Unidos<br>japones nao emprestou 'EUA': アメリカにすんでいます	fase1 vocab dia36
うんどうします	undou shimasu — faco exercicio<br>うんどうして、水をのみました (て via して)	fase1 vocab dia36
〜てください	te kudasai — faca X, por favor<br>まってください。ゆっくり話してください。	fase1 gramatica dia37
〜てもいいですか	te mo ii desu ka — posso X?<br>まどをあけてもいいですか。— いいですよ／すみません、ちょっと…	fase1 gramatica dia37
まちます	machimasu — espero<br>まってください！(ち→って)	fase1 vocab dia37
もういちど	mou ichido — mais uma vez<br>もういちどいってください。	fase1 vocab dia37
トイレ	toire — banheiro<br>トイレに行ってもいいですか。	fase1 vocab dia37
いいですよ	ii desu yo — pode sim!<br>o よ final = selo de garantia ("te aviso")	fase1 vocab dia37
つくります	tsukurimasu — crio, faco<br>カードをつくってください。(り→って)	fase1 vocab dia37
ポルトガル語	ポルトガルご — portugues (idioma)<br>pais + 語, como 日本語. NAO existe ポルトギズ	fase1 vocab dia37
ゆっくり	yukkuri — devagar<br>ゆっくり話してください。	fase1 vocab dia37
〜ひき	hiki — contador de bichos pequenos<br>いっぴき・にひき・さんびき (3 = び!)・ろっぴき	fase1 vocab dia38
〜まい	mai — contador de coisas planas<br>o amigo sem mutacao: 二枚のピザ	fase1 vocab dia38
〜ほん（contador）	hon — contador de coisas compridas/garrafas<br>いっぽん・さんぼん. NAO conta livros! E 二本 soa como 日本	fase1 vocab dia38
うつくしい	utsukushii — belo, bonito (adjetivo い)<br>trazido por ele: うつくしかったです	fase1 vocab dia38
エスフィーハ	esufiiha — esfiha<br>a transliteracao correta (ja saiu オープンスフィーラ e イスフィハ)	fase1 vocab dia38
